20140501,0,0.1,0.2,0.3,android
20140501,0.017599173,0.002268853,3.89593E-05,2.65958E-05,com.android.chrome
20140501,0.002628657,0.110139439,0.007119549,0.256542407,com.android.chrome
20140501,0.002628657,0.110139439,0.007119549,0.256542407,com.android.chrome
20140501,1.69737E-06,0.000475778,2.95738E-06,0.000205977,com.android.settings
20140501,0.002315632,0.295104781,0.000914619,0.563952648,com.google.android.googlequicksearchbox
20140501,1.59045E-06,0.000165203,8.27524E-05,0.272041825,com.google.android.googlequicksearchbox
20140501,0.002026958,0.010505577,3.0145E-05,0.000754139,com.hupu.games
20140501,0.004758287,0.000663749,0.002913005,0.00060255,com.myzaker.ZAKER_Phone
20140501,0.005814067,0.001043831,0.003861503,0.0230611,com.netease.newsreader.activity
20140501,2.98711E-05,0.002012706,1.23863E-05,0.01164054,com.new.swnosign
20140501,0.016826561,0.003620429,0.00072352,0.000420759,com.sankuai.meituan
20140501,0.097172564,0.024517068,0.012937626,0.005714902,com.sina.weibo
20140501,0.03219191,0.085912459,0.0165153,0.056714139,com.sina.weibo
20140501,0.003224315,0.008420682,0.012925005,0.056784349,com.supercell.clashofclans
20140501,0.002284812,0.00050258,0.17604808,0.286800804,com.tencent.mm
20140501,0.058138888,0.066913397,0.006781572,0.006044008,com.tencent.mm
20140501,0.098114232,0.131412845,0.003338983,0.005489224,com.tencent.mm
20140501,7.65823E-05,0.000198806,0.011766435,0.253488405,com.tencent.mm
20140501,0.028870751,0.021162397,0.007877589,0.01849588,com.tencent.mm
20140501,5.91541E-05,7.24005E-05,0.001534815,0.001511824,com.tencent.mobileqq
20140501,0.084917325,0.036994906,0.005753619,0.071705827,com.tencent.news
20140502,3.00315E-05,0.006070769,1.02388E-05,0.051615502,com.digiplex.game
20140502,0.001931264,0.073574945,0.00105671,0.272499092,com.google.android.googlequicksearchbox
20140502,0.000135803,0.213365682,6.54492E-05,0.102600933,com.google.android.googlequicksearchbox
20140502,0.000865073,0.000621339,0.000119159,8.51369E-05,com.netease.qiyemail
20140502,0.025798678,0.005751451,2.95015E-06,7.67263E-05,com.qihoo360.mobilesafe
20140502,0.000381856,0.000198933,0.000127189,0.000438929,com.qihoo360.mobilesafe
20140502,0.016116791,0.001166181,0.128809146,0.02420225,com.sina.weibo
20140502,0.073361738,0.120844667,0.001407156,0.000724497,com.sina.weibo
20140502,0.003560328,0.00152717,0.002409827,0.008797683,com.sina.weibo
20140502,0.002717241,0.000919031,0.013850578,0.023466402,com.supercell.clashofclans
20140502,0.00035586,0.000579289,0.000672153,0.002329733,com.taobao.caipiao
20140502,0.00143547,0.007800927,0.004883538,0.075855319,com.tencent.mm
20140502,0.000130765,0.003636628,0.007020386,0.071544797,com.tencent.mm
20140502,0.022262461,0.015827714,0.037041411,0.039005752,com.tencent.mm
20140502,0.017084348,0.005479484,0.002238263,0.101034917,com.tencent.mm
20140502,0.00506336,0.004805048,0.002793607,0.005390221,com.tencent.mm
20140502,0.000889945,0.001254992,0.017717602,0.06649273,com.tencent.mm
20140502,0.098569195,0.04625508,0.013578394,0.672883262,com.tencent.mm
20140502,9.34357E-05,0.053719749,0.078612831,0.027591951,com.tencent.qqmusic
20140502,0.028329128,0.044127416,0.003842663,0.04900052,com.UCMobile
20140502,2.80802E-05,0.000283541,0.003159212,0.012929793,jp.naver.line.android
20140502,0.000161945,0.002317958,2.90026E-05,0.00236039,vStudio.Android.Camera360
20140503,0.007828141,0.002184372,0.010390187,0.006558755,com.android.chrome
20140503,0.006689724,0.362765163,0.000488163,0.377907496,com.google.android.googlequicksearchbox
20140503,0.006721547,0.007702189,0.000935317,0.000602217,com.hupu.games
20140503,0.00490664,0.005618625,4.27265E-05,8.73646E-05,com.taobao.caipiao
20140503,0.079549748,0.040408313,0.000519494,0.00096633,com.tencent.map
20140503,0.104149612,0.104083285,0.008777963,0.004839862,com.tencent.mm
20140503,0.123704508,0.044597386,0.001738224,0.003510056,com.tencent.mm
20140503,0.04055741,0.04176783,0.13707602,0.281166841,com.tencent.mm
20140503,2.28143E-05,0.000874995,6.93791E-06,0.000572272,vStudio.Android.Camera360
20140504,0.00414071,0.356857358,0.000574097,0.150914507,com.google.android.googlequicksearchbox
20140504,0.000322301,0.102288457,3.92377E-05,0.043029206,com.google.android.googlequicksearchbox
20140504,0.000373262,0.002379756,7.32837E-05,0.000463601,com.hellotext.hello
20140504,0.002195079,0.002944662,0.000272162,0.000208569,com.hupu.games
20140504,0.032288874,0.011098404,0.025836828,0.110640339,com.myzaker.ZAKER_Phone
20140504,0.3066721,0.023876636,0.085101211,0.022363366,com.sina.weibo
20140504,0.005371039,0.001128418,0.000914384,0.000268868,com.sina.weibo
20140504,0.011191721,0.014179842,0.000594122,0.000572302,com.supercell.clashofclans
20140504,0.016083325,0.037355747,7.99433E-05,0.06721456,com.tencent.mm
20140504,0.074516807,0.041862702,0.044541837,0.021477081,com.tencent.mm
20140504,0.014569014,0.057183718,0.002831413,0.01917202,com.tencent.mm
